File,Language,Linter Output
bash_code_31.sh,bash,"
In sampled_code_snippets/bash_code_31.sh line 1:
# python3.9のイメージをダウンロード
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
javascript_code_739.js,javascript,"[0m[0m
[0m[4m/Users/shiqizhang/DATA542/Data-542-Group-4/sampled_code_snippets/javascript_code_739.js[24m[0m
[0m  [2m16:5[22m  [31merror[39m  'countdownIndex' is assigned a value but never used  [2mno-unused-vars[22m[0m
[0m[0m
[0m[31m[1m✖ 1 problem (1 error, 0 warnings)[22m[39m[0m
[0m[31m[1m[22m[39m[0m
"
python_code_1103.py,python,"************* Module python_code_1103
sampled_code_snippets/python_code_1103.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1103.py:1:0: F0002: sampled_code_snippets/python_code_1103.py: Fatal error while checking 'sampled_code_snippets/python_code_1103.py'. Please open an issue in our bug tracker so we address this. There is a pre-filled template that you can use in '/Users/shiqizhang/Library/Caches/pylint/pylint-crash-2025-02-07-15-22-30.txt'. (astroid-error)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1292.py,python,"************* Module python_code_1292
sampled_code_snippets/python_code_1292.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1292.py:1:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1292.py:1:18: C0103: Argument name ""x"" doesn't conform to snake_case naming style (invalid-name)

------------------------------------------------------------------
Your code has been rated at 4.00/10 (previous run: 4.00/10, +0.00)

"
python_code_1195.py,python,"************* Module python_code_1195
sampled_code_snippets/python_code_1195.py:22:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1195.py:24:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1195.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1195.py:5:0: C0103: Constant name ""url"" doesn't conform to UPPER_CASE naming style (invalid-name)
sampled_code_snippets/python_code_1195.py:8:11: W3101: Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely (missing-timeout)
sampled_code_snippets/python_code_1195.py:25:15: W3101: Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely (missing-timeout)
sampled_code_snippets/python_code_1195.py:2:0: C0411: standard import ""import os"" should be placed before ""import requests"" (wrong-import-order)

------------------------------------------------------------------
Your code has been rated at 5.88/10 (previous run: 5.88/10, +0.00)

"
python_code_1204.py,python,"************* Module python_code_1204
sampled_code_snippets/python_code_1204.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1204.py:4:23: E0602: Undefined variable 'dimensions' (undefined-variable)
sampled_code_snippets/python_code_1204.py:4:36: E0602: Undefined variable 'dimensions' (undefined-variable)
sampled_code_snippets/python_code_1204.py:5:16: E0602: Undefined variable 'model' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1344.py,python,"************* Module python_code_1344
sampled_code_snippets/python_code_1344.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1344.py:1:7: E0602: Undefined variable 'TreeNode' (undefined-variable)
sampled_code_snippets/python_code_1344.py:1:22: E0602: Undefined variable 'initial_state' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1255.py,python,"************* Module python_code_1255
sampled_code_snippets/python_code_1255.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1255.py:1:0: E0401: Unable to import 'boto3' (import-error)
sampled_code_snippets/python_code_1255.py:3:0: C0116: Missing function or method docstring (missing-function-docstring)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_491.sh,bash,"
In sampled_code_snippets/bash_code_491.sh line 1:
npm install puppeteer
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1084.py,python,"************* Module python_code_1084
sampled_code_snippets/python_code_1084.py:3:1: E0001: Parsing failed: 'expected an indented block after 'if' statement on line 1 (<unknown>, line 3)' (syntax-error)
"
python_code_1315.py,python,"************* Module python_code_1315
sampled_code_snippets/python_code_1315.py:1:0: C0114: Missing module docstring (missing-module-docstring)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1137.py,python,"************* Module python_code_1137
sampled_code_snippets/python_code_1137.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1137.py:1:0: C0116: Missing function or method docstring (missing-function-docstring)

------------------------------------------------------------------
Your code has been rated at 5.00/10 (previous run: 5.00/10, +0.00)

"
python_code_1077.py,python,"************* Module python_code_1077
sampled_code_snippets/python_code_1077.py:2:0: C0301: Line too long (107/100) (line-too-long)
sampled_code_snippets/python_code_1077.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1077.py:1:0: C0115: Missing class docstring (missing-class-docstring)
sampled_code_snippets/python_code_1077.py:2:4: R0913: Too many arguments (6/5) (too-many-arguments)
sampled_code_snippets/python_code_1077.py:2:30: E0602: Undefined variable 'Any' (undefined-variable)
sampled_code_snippets/python_code_1077.py:2:95: E0602: Undefined variable 'Any' (undefined-variable)
sampled_code_snippets/python_code_1077.py:8:23: E0602: Undefined variable 'List' (undefined-variable)
sampled_code_snippets/python_code_1077.py:1:0: R0903: Too few public methods (0/2) (too-few-public-methods)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_462.sh,bash,"
In sampled_code_snippets/bash_code_462.sh line 1:
nano ~/.bashrc  # or nano ~/.bash_profile for macOS
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_54.sh,bash,"
In sampled_code_snippets/bash_code_54.sh line 1:
./generate_csv_table.sh
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1166.py,python,"************* Module python_code_1166
sampled_code_snippets/python_code_1166.py:8:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1166.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1166.py:5:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1166.py:6:9: W1514: Using open without explicitly specifying an encoding (unspecified-encoding)
sampled_code_snippets/python_code_1166.py:12:9: W1514: Using open without explicitly specifying an encoding (unspecified-encoding)
sampled_code_snippets/python_code_1166.py:15:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1166.py:16:14: R1732: Consider using 'with' for resource-allocating operations (consider-using-with)
sampled_code_snippets/python_code_1166.py:20:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1166.py:31:18: W0612: Unused variable 'power_error' (unused-variable)
sampled_code_snippets/python_code_1166.py:32:17: W0612: Unused variable 'area_error' (unused-variable)
sampled_code_snippets/python_code_1166.py:2:0: W0611: Unused import re (unused-import)

------------------------------------------------------------------
Your code has been rated at 6.45/10 (previous run: 6.45/10, +0.00)

"
python_code_1026.py,python,"************* Module python_code_1026
sampled_code_snippets/python_code_1026.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1026.py:1:0: E0602: Undefined variable 'folium' (undefined-variable)
sampled_code_snippets/python_code_1026.py:1:15: E0602: Undefined variable 'geojson_data' (undefined-variable)
sampled_code_snippets/python_code_1026.py:1:36: E0602: Undefined variable 'm' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_433.sh,bash,"
In sampled_code_snippets/bash_code_433.sh line 1:
docker build -t my_php7_image -f Dockerfile.php7 .
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_318.sh,bash,"
In sampled_code_snippets/bash_code_318.sh line 1:
dig @localhost google.com
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_258.sh,bash,"
In sampled_code_snippets/bash_code_258.sh line 1:
git add .gitignore
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_349.sh,bash,"
In sampled_code_snippets/bash_code_349.sh line 1:
service mysql start
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_209.sh,bash,"
In sampled_code_snippets/bash_code_209.sh line 1:
python manage.py makemigrations
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_198.sh,bash,"
In sampled_code_snippets/bash_code_198.sh line 1:
(YourEnvironmentName) YourUserName@YourComputer:~/YourProjectDirectory$
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.
                      ^-- SC1070 (error): Parsing stopped here. Mismatched keywords or invalid parentheses?
                      ^-- SC1141 (error): Unexpected tokens after compound command. Bad redirection or missing ;/&&/||/|?

For more information:
  https://www.shellcheck.net/wiki/SC1141 -- Unexpected tokens after compound ...
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
  https://www.shellcheck.net/wiki/SC1070 -- Parsing stopped here. Mismatched ...
"
bash_code_218.sh,bash,"
In sampled_code_snippets/bash_code_218.sh line 1:
volatility -f flounder-pc-memdump.elf --profile=Win7SP1x64 dumpfiles -Q 0x000000007f2dc2a0 -D output/
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_189.sh,bash,"
In sampled_code_snippets/bash_code_189.sh line 1:
expo start
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_358.sh,bash,"
In sampled_code_snippets/bash_code_358.sh line 1:
python script.py input.md
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_249.sh,bash,"
In sampled_code_snippets/bash_code_249.sh line 1:
dotnet clean
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_309.sh,bash,"
In sampled_code_snippets/bash_code_309.sh line 1:
nano ~/.xsession
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_422.sh,bash,"
In sampled_code_snippets/bash_code_422.sh line 1:
flutter pub get
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1037.py,python,"************* Module python_code_1037
sampled_code_snippets/python_code_1037.py:22:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:25:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:27:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:29:93: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:31:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:32:0: C0301: Line too long (118/100) (line-too-long)
sampled_code_snippets/python_code_1037.py:35:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:37:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:40:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:42:80: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:44:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1037.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1037.py:6:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1037.py:2:1: E0602: Undefined variable 'app' (undefined-variable)
sampled_code_snippets/python_code_1037.py:3:4: E0602: Undefined variable 'Output' (undefined-variable)
sampled_code_snippets/python_code_1037.py:4:5: E0602: Undefined variable 'Input' (undefined-variable)
sampled_code_snippets/python_code_1037.py:19:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1037.py:12:1: E0602: Undefined variable 'app' (undefined-variable)
sampled_code_snippets/python_code_1037.py:13:5: E0602: Undefined variable 'Output' (undefined-variable)
sampled_code_snippets/python_code_1037.py:14:5: E0602: Undefined variable 'Output' (undefined-variable)
sampled_code_snippets/python_code_1037.py:15:5: E0602: Undefined variable 'Input' (undefined-variable)
sampled_code_snippets/python_code_1037.py:16:5: E0602: Undefined variable 'Input' (undefined-variable)
sampled_code_snippets/python_code_1037.py:17:5: E0602: Undefined variable 'Input' (undefined-variable)
sampled_code_snippets/python_code_1037.py:20:17: E0602: Undefined variable 'np' (undefined-variable)
sampled_code_snippets/python_code_1037.py:21:48: E0602: Undefined variable 'np' (undefined-variable)
sampled_code_snippets/python_code_1037.py:23:4: E0602: Undefined variable 'np' (undefined-variable)
sampled_code_snippets/python_code_1037.py:24:36: E0602: Undefined variable 'np' (undefined-variable)
sampled_code_snippets/python_code_1037.py:26:19: E0602: Undefined variable 'pd' (undefined-variable)
sampled_code_snippets/python_code_1037.py:28:18: E0602: Undefined variable 'go' (undefined-variable)
sampled_code_snippets/python_code_1037.py:29:26: E0602: Undefined variable 'go' (undefined-variable)
sampled_code_snippets/python_code_1037.py:30:83: R1735: Consider using '{""size"": 8}' instead of a call to 'dict'. (use-dict-literal)
sampled_code_snippets/python_code_1037.py:36:15: E0602: Undefined variable 'calculate_beta_hat' (undefined-variable)
sampled_code_snippets/python_code_1037.py:39:23: E0602: Undefined variable 'calculate_predicted_values' (undefined-variable)
sampled_code_snippets/python_code_1037.py:42:26: E0602: Undefined variable 'go' (undefined-variable)
sampled_code_snippets/python_code_1037.py:43:81: R1735: Consider using '{""width"": 2}' instead of a call to 'dict'. (use-dict-literal)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1177.py,python,"************* Module python_code_1177
sampled_code_snippets/python_code_1177.py:1:0: C0301: Line too long (107/100) (line-too-long)
sampled_code_snippets/python_code_1177.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1177.py:1:0: E0602: Undefined variable 'save_to_file' (undefined-variable)
sampled_code_snippets/python_code_1177.py:1:32: C0209: Formatting a regular string which could be a f-string (consider-using-f-string)
sampled_code_snippets/python_code_1177.py:1:59: E0602: Undefined variable 'value' (undefined-variable)
sampled_code_snippets/python_code_1177.py:1:67: E0602: Undefined variable 'power_output' (undefined-variable)
sampled_code_snippets/python_code_1177.py:1:81: E0602: Undefined variable 'area_output' (undefined-variable)
sampled_code_snippets/python_code_1177.py:1:94: E0602: Undefined variable 'time_output' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_45.sh,bash,"
In sampled_code_snippets/bash_code_45.sh line 1:
cat /etc/dnsmasq.conf
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_473.sh,bash,"
In sampled_code_snippets/bash_code_473.sh line 1:
python dashboard.py
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1066.py,python,"************* Module python_code_1066
sampled_code_snippets/python_code_1066.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1066.py:1:0: F0002: sampled_code_snippets/python_code_1066.py: Fatal error while checking 'sampled_code_snippets/python_code_1066.py'. Please open an issue in our bug tracker so we address this. There is a pre-filled template that you can use in '/Users/shiqizhang/Library/Caches/pylint/pylint-crash-2025-02-07-15-22-34.txt'. (astroid-error)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1126.py,python,"************* Module python_code_1126
sampled_code_snippets/python_code_1126.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1126.py:1:0: F0002: sampled_code_snippets/python_code_1126.py: Fatal error while checking 'sampled_code_snippets/python_code_1126.py'. Please open an issue in our bug tracker so we address this. There is a pre-filled template that you can use in '/Users/shiqizhang/Library/Caches/pylint/pylint-crash-2025-02-07-15-22-36.txt'. (astroid-error)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_14.sh,bash,"
In sampled_code_snippets/bash_code_14.sh line 1:
URxvt.font: xft:Monospace:size=12,xft:Symbola:size=12
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1095.py,python,"************* Module python_code_1095
sampled_code_snippets/python_code_1095.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1095.py:1:0: E0602: Undefined variable 'x_t_tmp' (undefined-variable)
sampled_code_snippets/python_code_1095.py:1:8: E0602: Undefined variable 'synonyms_all' (undefined-variable)
sampled_code_snippets/python_code_1095.py:1:21: E0602: Undefined variable 'perturb_word_idx' (undefined-variable)
sampled_code_snippets/python_code_1095.py:1:45: E0602: Undefined variable 'replacement' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1304.py,python,"************* Module python_code_1304
sampled_code_snippets/python_code_1304.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1304.py:1:0: C0115: Missing class docstring (missing-class-docstring)
sampled_code_snippets/python_code_1304.py:3:8: C0103: Attribute name ""db"" doesn't conform to snake_case naming style (invalid-name)
sampled_code_snippets/python_code_1304.py:3:18: E0602: Undefined variable 'Database' (undefined-variable)
sampled_code_snippets/python_code_1304.py:1:0: R0903: Too few public methods (0/2) (too-few-public-methods)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_480.sh,bash,"
In sampled_code_snippets/bash_code_480.sh line 1:
python manage.py startapp material_handler
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1244.py,python,"************* Module python_code_1244
sampled_code_snippets/python_code_1244.py:31:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:40:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:49:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:58:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:60:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:68:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:72:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:74:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:77:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:89:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:93:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:96:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:98:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:100:87: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:102:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:105:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:108:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:110:0: C0301: Line too long (108/100) (line-too-long)
sampled_code_snippets/python_code_1244.py:111:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:112:101: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:112:0: C0301: Line too long (101/100) (line-too-long)
sampled_code_snippets/python_code_1244.py:114:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:115:0: C0301: Line too long (114/100) (line-too-long)
sampled_code_snippets/python_code_1244.py:118:0: C0303: Trailing whitespace (trailing-whitespace)
sampled_code_snippets/python_code_1244.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1244.py:1:0: E0401: Unable to import 'dash' (import-error)
sampled_code_snippets/python_code_1244.py:2:0: E0401: Unable to import 'dash' (import-error)
sampled_code_snippets/python_code_1244.py:3:0: E0401: Unable to import 'dash.dependencies' (import-error)
sampled_code_snippets/python_code_1244.py:10:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1244.py:10:19: C0103: Argument name ""t"" doesn't conform to snake_case naming style (invalid-name)
sampled_code_snippets/python_code_1244.py:10:19: W0613: Unused argument 't' (unused-argument)
sampled_code_snippets/python_code_1244.py:17:0: C0103: Constant name ""sample_size"" doesn't conform to UPPER_CASE naming style (invalid-name)
sampled_code_snippets/python_code_1244.py:20:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1244.py:30:4: W0621: Redefining name 'simulated_df' from outer scope (line 35) (redefined-outer-name)
sampled_code_snippets/python_code_1244.py:1:0: F0002: sampled_code_snippets/python_code_1244.py: Fatal error while checking 'sampled_code_snippets/python_code_1244.py'. Please open an issue in our bug tracker so we address this. There is a pre-filled template that you can use in '/Users/shiqizhang/Library/Caches/pylint/pylint-crash-2025-02-07-15-22-38.txt'. (astroid-error)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1355.py,python,"************* Module python_code_1355
sampled_code_snippets/python_code_1355.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1355.py:2:4: E0602: Undefined variable 'Node' (undefined-variable)
sampled_code_snippets/python_code_1355.py:8:6: E0602: Undefined variable 'prim' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1184.py,python,"************* Module python_code_1184
sampled_code_snippets/python_code_1184.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1184.py:4:4: E0602: Undefined variable 'path' (undefined-variable)
sampled_code_snippets/python_code_1184.py:4:20: E0602: Undefined variable 'charge_list' (undefined-variable)
sampled_code_snippets/python_code_1184.py:5:4: E0602: Undefined variable 'path' (undefined-variable)
sampled_code_snippets/python_code_1184.py:5:24: E0602: Undefined variable 'add_charge' (undefined-variable)
sampled_code_snippets/python_code_1184.py:6:4: E0602: Undefined variable 'path' (undefined-variable)
sampled_code_snippets/python_code_1184.py:6:43: E0602: Undefined variable 'update_charge' (undefined-variable)
sampled_code_snippets/python_code_1184.py:7:4: E0602: Undefined variable 'path' (undefined-variable)
sampled_code_snippets/python_code_1184.py:7:43: E0602: Undefined variable 'delete_charge' (undefined-variable)
sampled_code_snippets/python_code_1184.py:8:4: E0602: Undefined variable 'path' (undefined-variable)
sampled_code_snippets/python_code_1184.py:8:27: E0602: Undefined variable 'recent_charges' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1215.py,python,"************* Module python_code_1215
sampled_code_snippets/python_code_1215.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1215.py:1:22: E0602: Undefined variable 'QLearning' (undefined-variable)
sampled_code_snippets/python_code_1215.py:1:32: E0602: Undefined variable 'initial_board' (undefined-variable)
sampled_code_snippets/python_code_1215.py:1:47: E0602: Undefined variable 'q_learning_policy' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1112.py,python,"************* Module python_code_1112
sampled_code_snippets/python_code_1112.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1112.py:1:0: E0602: Undefined variable 'self' (undefined-variable)
sampled_code_snippets/python_code_1112.py:1:20: E0602: Undefined variable 'node' (undefined-variable)
sampled_code_snippets/python_code_1112.py:1:26: E0602: Undefined variable 'new_state' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
python_code_1283.py,python,"************* Module python_code_1283
sampled_code_snippets/python_code_1283.py:1:0: C0114: Missing module docstring (missing-module-docstring)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
javascript_code_728.js,javascript,"[0m[0m
[0m[4m/Users/shiqizhang/DATA542/Data-542-Group-4/sampled_code_snippets/javascript_code_728.js[24m[0m
[0m  [2m1:20[22m  [31merror[39m  'ApolloServer' is not defined           [2mno-undef[22m[0m
[0m  [2m2:19[22m  [31merror[39m  'neoSchema' is not defined              [2mno-undef[22m[0m
[0m  [2m5:23[22m  [31merror[39m  'startStandaloneServer' is not defined  [2mno-undef[22m[0m
[0m[0m
[0m[31m[1m✖ 3 problems (3 errors, 0 warnings)[22m[39m[0m
[0m[31m[1m[22m[39m[0m
"
bash_code_20.sh,bash,
bash_code_447.sh,bash,"
In sampled_code_snippets/bash_code_447.sh line 1:
gpg-connect-agent reloadagent /bye
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1052.py,python,"************* Module python_code_1052
sampled_code_snippets/python_code_1052.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1052.py:1:0: F0002: sampled_code_snippets/python_code_1052.py: Fatal error while checking 'sampled_code_snippets/python_code_1052.py'. Please open an issue in our bug tracker so we address this. There is a pre-filled template that you can use in '/Users/shiqizhang/Library/Caches/pylint/pylint-crash-2025-02-07-15-22-40.txt'. (astroid-error)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
